,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
110275,0.01625756,49,0,0.5316105210000001,6500.0,25,0,2,0,2.0
49302,0.423772681,55,0,0.391145747,6030.0,6,0,1,0,0.0
88104,0.144422649,45,0,0.441993824,6800.0,10,1,2,1,3.0
147603,0.107496417,46,0,0.129608799,8000.0,9,0,0,0,2.0
134580,0.803388716,57,2,0.5463585360000001,18000.0,18,0,2,3,1.0
77981,0.011751842,66,0,0.203143639,14250.0,21,0,1,0,0.0
18403,0.00049372,68,0,0.403144558,6550.0,19,0,2,0,0.0
15474,0.060650519000000014,69,0,0.032900433,2309.0,8,0,0,0,0.0
27851,0.478622083,72,0,0.747679124,4200.0,11,0,1,0,0.0
109482,0.100247494,42,0,0.18313809600000006,6060.0,4,0,1,0,0.0
61191,0.064798149,60,0,0.123226359,10500.0,12,0,1,0,0.0
14321,0.006061352,53,0,0.001339764,3731.0,2,0,0,0,0.0
7044,0.0,63,1,0.198771516,14000.0,11,0,1,0,0.0
22334,0.107431405,33,0,0.333020931,3200.0,5,0,0,0,0.0
144574,0.758129281,58,0,0.345488766,8500.0,7,0,2,0,0.0
7421,0.217774612,56,0,0.871947702,5200.0,16,0,3,0,0.0
96382,0.326216157,45,0,0.126593279,3451.0,14,0,0,0,2.0
72840,0.006591029,67,0,0.328318257,10833.0,14,0,2,0,1.0
8544,0.012838802,31,0,0.179975047,3205.0,2,0,0,0,0.0
80829,0.60801076,57,1,0.963672721,6000.0,11,0,1,0,1.0
73105,0.0,66,0,0.173740804,5300.0,10,0,1,0,0.0
113394,1.045358186,48,1,0.569383732,11666.0,4,0,2,0,3.0
63160,0.9999999,62,0,0.197891169,5310.0,2,0,1,0,3.0
106205,0.064671852,34,0,0.4386248270000001,4333.0,6,0,1,0,1.0
24774,0.030811858,70,0,0.008966911,7917.0,8,0,0,0,0.0
14629,0.9999999,66,0,0.584548892,1850.0,7,0,0,0,0.0
113279,0.376621234,70,0,0.188021853,9700.0,10,0,2,0,0.0
81744,0.0,55,0,0.327638804,9833.0,8,0,1,0,0.0
130253,0.044192916,56,0,0.290541892,5000.0,10,0,2,0,0.0
98574,0.068699614,70,0,0.610918877,2600.0,9,0,2,0,0.0
95524,0.6139387279999999,36,0,0.254114752,6500.0,10,0,0,0,2.0
125566,0.01786856,55,0,0.35652049700000005,7000.0,16,0,2,0,2.0
59374,0.024454885,73,0,0.17264081899999995,4100.0,4,0,1,0,0.0
86138,0.151470261,43,0,0.204439778,20000.0,13,0,1,1,1.0
95087,0.205259003,50,0,0.6920490509999999,10111.0,23,0,2,0,0.0
473,0.745173448,68,0,0.168767792,4917.0,4,0,1,0,0.0
64203,0.303078215,59,0,0.936012797,5000.0,12,0,2,0,0.0
70803,0.06476128099999999,60,0,0.080881505,17333.0,5,0,1,0,3.0
46033,0.0,39,0,0.0,2000.0,3,0,0,0,0.0
97999,0.0,51,0,0.22101735,5071.0,7,0,0,0,0.0
117977,0.802810558,41,3,0.561797753,9166.0,11,0,1,1,1.0
63256,0.459108178,35,0,0.294907841,3200.0,4,0,1,0,3.0
111415,0.710072468,35,0,0.50009998,5000.0,12,0,2,0,0.0
24983,0.889644798,51,0,0.395434094,6000.0,8,0,1,0,2.0
50802,0.657624223,44,0,0.454819845,5300.0,11,0,1,0,2.0
68583,0.739409283,42,3,0.714157438,3340.0,11,3,1,1,4.0
85879,0.08519038,45,0,0.008569898000000001,5600.0,3,0,0,0,4.0
25086,0.7877531729999999,65,3,0.44127936,2000.0,14,0,0,0,0.0
65714,0.294202794,43,0,0.8381999309999999,2910.0,5,0,1,0,0.0
80969,0.0,60,0,0.0,3500.0,2,0,0,0,1.0
3025,0.929868562,46,3,0.580886505,7083.0,12,1,2,1,1.0
117196,0.170850169,74,0,0.105803943,3600.0,5,0,0,0,0.0
27302,0.207618574,61,0,0.187426745,9384.0,7,0,0,0,0.0
92878,0.96057706,39,0,0.08070034200000001,4968.0,2,0,0,1,1.0
57925,0.014725934,62,0,0.309948342,6000.0,4,0,2,0,0.0
73942,0.140590627,45,0,0.017740028,9300.0,6,0,0,0,0.0
87077,0.555784041,37,0,2.042931162,1350.0,8,0,2,0,2.0
143745,0.025438078,69,0,0.443505136,11000.0,19,0,2,0,1.0
50006,0.239195645,40,0,0.094600831,6500.0,8,0,0,0,0.0
127389,0.9999999,52,0,0.46565624,3100.0,3,0,1,0,0.0
38808,0.0,34,0,0.084149136,4800.0,3,0,0,0,0.0
138666,0.781217597,38,0,0.160167966,5000.0,5,2,0,0,0.0
69272,0.9999999,36,0,0.442673749,2258.0,3,0,1,0,0.0
136022,0.837402415,43,0,0.516768456,9332.0,17,0,2,0,3.0
55734,0.006063903000000001,68,0,0.502791845,7700.0,9,0,3,0,1.0
142299,0.071890812,64,0,0.225649814,3500.0,13,0,2,0,1.0
100329,0.002237989,31,0,0.385797342,4815.0,7,0,1,0,1.0
21917,0.014846837,85,1,0.03149685,10000.0,10,0,0,0,0.0
66648,0.52794134,27,0,0.973008997,3000.0,12,0,2,0,1.0
35291,0.988023952,30,0,0.180327869,4025.0,4,0,0,0,1.0
49348,0.022284881,56,0,0.243220808,10841.0,8,0,2,0,0.0
12995,0.306156204,59,0,0.410652609,5500.0,13,0,1,0,0.0
24232,0.474857511,46,0,0.760605628,7000.0,11,0,3,0,2.0
43122,0.418517076,23,0,0.149201943,1440.0,6,0,0,0,0.0
126780,0.21575578,32,0,0.402932845,6000.0,9,0,1,0,1.0
772,0.0,59,1,0.531464095,7881.0,8,2,1,0,0.0
21134,0.6906421009999999,56,5,0.553716729,7250.0,14,0,3,0,0.0
14681,0.0014367370000000002,59,0,0.000499875,4000.0,21,0,0,0,0.0
5639,0.179056117,65,0,1.5726744190000002,1031.0,12,0,1,0,0.0
144044,0.146054374,60,0,0.296462942,8000.0,8,0,1,0,0.0
57516,0.055339565,66,0,0.02312211,8000.0,7,0,1,0,0.0
54600,0.039277478,48,0,0.213271303,8167.0,7,0,2,0,2.0
38455,0.760454912,53,0,0.35802104799999995,10166.0,7,0,2,0,1.0
126421,0.960159363,30,0,0.01303781,2300.0,2,0,0,0,1.0
116778,0.001939335,61,0,0.229531141,8573.0,4,0,1,0,0.0
53428,0.096642458,88,0,0.240386551,4966.0,7,0,1,0,1.0
76591,0.065483629,25,0,0.030973451000000006,225.0,1,0,0,0,0.0
48836,0.381926952,50,2,0.385516355,7000.0,8,0,2,0,2.0
35460,0.9999999,41,2,0.078839159,12645.0,2,3,0,1,1.0
60964,0.667941418,55,0,0.5217995,3600.0,10,0,1,0,1.0
26863,0.003285255,48,0,0.181959565,4500.0,14,0,1,0,2.0
5271,0.5958670110000001,46,0,0.33687943299999995,15227.0,3,0,2,0,1.0
61389,0.035770747,71,0,0.01179764,5000.0,5,0,0,0,1.0
56490,0.037501034,61,0,0.252809809,6850.0,9,0,1,0,0.0
48444,0.825695717,65,2,2.068194522,1788.0,13,0,1,0,0.0
63057,0.623562336,56,0,0.545754199,6370.0,18,0,2,0,0.0
81356,0.222994938,48,1,0.475520618,7250.0,9,0,1,0,2.0
100559,0.181649802,58,1,0.491866843,10573.0,15,0,3,0,0.0
72717,0.044304273,67,0,0.177279787,4506.0,8,0,0,0,0.0
98653,0.7516293190000001,65,0,0.41677763,3754.0,11,0,2,0,0.0
12902,0.777402825,37,0,0.092953523,2000.0,4,0,0,0,0.0
148466,0.039748179,35,0,0.791887125,1700.0,8,0,1,1,1.0
64300,0.012107508,58,0,0.00988779,9000.0,20,0,0,0,1.0
4991,0.108975055,31,0,0.322782481,8150.0,15,0,2,0,1.0
147815,0.592186476,64,0,0.261614193,9750.0,6,0,1,0,2.0
37591,0.021357062000000003,58,0,0.551773387,4200.0,30,0,1,0,1.0
144787,1.066793321,51,1,0.805286488,6090.0,11,0,3,0,2.0
147311,0.056617362,67,0,0.32910569100000003,3074.0,9,0,0,0,0.0
11354,0.160913741,49,0,0.16216882300000002,8114.0,7,0,0,0,3.0
54501,0.9999999,47,0,0.383661634,10000.0,5,0,4,0,2.0
136994,0.5671230970000001,42,1,0.455084885,6066.0,10,0,1,0,0.0
111280,0.9999999,38,0,0.020337815,2900.0,2,3,0,1,2.0
109380,0.7762964940000001,51,1,0.293169353,6016.0,13,0,2,0,0.0
109892,0.45100915,39,0,0.7602986270000001,7500.0,9,0,3,0,0.0
110872,0.366772901,54,1,0.453672844,7500.0,21,0,1,0,0.0
116568,0.008472308000000001,78,0,0.964577657,1100.0,7,0,2,0,0.0
117572,0.076442018,65,0,0.228133263,9454.0,11,0,1,0,0.0
35792,0.063371894,64,0,0.333508749,7600.0,15,0,1,0,0.0
65731,0.8482370709999999,43,0,0.478895589,3150.0,12,0,0,0,2.0
108029,0.019784965,48,0,0.403066396,15783.0,21,0,6,0,1.0
89014,0.290116618,48,0,0.154284127,7200.0,11,0,0,0,1.0
119721,0.005744375,83,0,0.0011757789999999998,1700.0,4,0,0,0,0.0
129116,0.094095257,56,0,0.299511195,12683.0,8,0,3,0,0.0
146649,0.207017756,74,0,0.012239021,8333.0,9,0,0,0,0.0
3780,0.365853837,63,1,1.145219419,4716.0,33,0,4,0,1.0
134559,0.78863435,42,2,1.251961237,4333.0,5,0,2,2,0.0
148117,0.811654147,65,0,0.85247791,2602.0,15,0,1,0,0.0
111000,0.040203261,70,0,0.192913814,9200.0,17,0,1,0,1.0
14228,0.33279977,62,0,0.21625,9599.0,8,0,2,0,1.0
45633,0.0,58,0,0.0,13516.0,3,0,0,0,1.0
96678,0.130920452,59,0,0.049105655,9000.0,5,0,0,0,1.0
113136,0.18429639,31,0,0.02832244,1835.0,3,0,0,0,0.0
2010,0.07751379900000001,29,0,0.011997715,5250.0,4,0,0,0,1.0
143971,0.5902273370000001,65,3,0.440890385,5345.0,7,0,1,0,0.0
133027,0.057884232,40,0,0.293416108,6120.0,3,2,2,2,1.0
5705,0.0066477,33,0,0.063989335,6000.0,6,0,0,0,3.0
20766,0.669971246,58,0,0.820026178,4583.0,7,0,2,0,0.0
110930,0.022935214,64,0,0.298783536,6000.0,13,0,1,0,0.0
32255,0.828343313,28,0,0.379039301,1144.0,4,0,0,0,1.0
76265,0.021158206,57,0,0.13758777,11250.0,15,0,1,0,0.0
137938,0.892419154,53,0,0.5654772370000001,5688.0,9,0,1,0,2.0
149003,0.0,39,0,0.473052695,10000.0,8,0,3,0,1.0
90762,0.003157853,56,0,0.231339333,17000.0,13,0,3,0,1.0
5278,0.093935543,68,0,0.233612753,7276.0,14,0,1,0,0.0
62022,0.0,44,1,0.648671808,3500.0,8,0,2,0,2.0
76109,0.360929224,28,0,0.534438558,5850.0,12,1,2,0,0.0
27677,0.582558038,34,0,0.224205641,2800.0,7,0,0,0,2.0
91567,0.02669301,49,0,0.186288513,4900.0,8,0,2,0,0.0
109464,0.022217643,58,0,0.151427389,4833.0,14,0,1,0,0.0
9857,0.119704003,47,0,0.070585883,5000.0,4,0,1,0,3.0
30654,0.445776505,63,1,0.405909566,6700.0,25,0,1,0,0.0
146254,0.9999999,79,0,0.79905313,1900.0,2,0,1,0,0.0
115165,0.0,64,0,0.105957617,2500.0,4,1,0,0,0.0
122130,0.597405261,29,0,0.522496121,5800.0,8,0,1,0,2.0
73780,0.402796134,60,1,0.6339485460000001,3575.0,14,0,1,0,0.0
63879,0.167024337,66,2,0.255807883,7661.0,8,0,1,0,0.0
111790,0.910802973,50,2,0.548018565,2800.0,8,1,0,0,1.0
143157,0.9999999,33,3,0.099296649,7250.0,2,1,0,1,1.0
11208,0.01219756,43,0,0.350308642,2591.0,5,0,2,0,0.0
86806,0.55908693,47,0,0.82811459,1500.0,8,0,0,0,1.0
26092,0.0,58,0,0.002111932,5681.0,5,0,0,0,0.0
114862,0.7891800859999999,43,0,0.17280320000000002,8500.0,6,0,1,0,0.0
125567,0.0,48,0,0.0,6916.0,5,0,0,0,0.0
86068,0.015214827,43,0,0.102297461,4134.0,9,0,0,0,4.0
118510,0.261226668,62,1,0.8385899809999999,2694.0,13,0,0,0,1.0
105999,0.055431445,43,0,0.370022908,9166.0,17,0,1,0,3.0
136104,0.480536056,49,0,0.636136386,10000.0,8,0,2,0,0.0
52423,0.414813698,60,0,0.438178091,20000.0,17,0,3,0,0.0
88578,0.122247235,59,0,0.30284857600000004,2000.0,8,0,0,0,3.0
37142,0.009635253,67,0,0.011106175,2250.0,9,0,0,0,0.0
6027,0.125449984,50,0,0.306241965,7000.0,6,0,2,0,2.0
5491,0.192194427,46,1,0.6119971439999999,4200.0,9,0,1,0,2.0
20100,0.978218974,46,0,0.39388658,7458.0,10,0,2,0,3.0
18253,0.973513243,44,0,0.228442889,4000.0,10,0,0,0,1.0
6478,0.0,42,1,0.05853521900000001,7140.0,2,0,0,0,1.0
46502,0.013120054,64,0,0.261131635,5142.0,7,0,1,0,1.0
10503,0.021350794,57,0,0.8235882059999999,2000.0,10,0,2,0,0.0
68975,0.011598506,46,0,0.188451034,5125.0,15,0,1,0,0.0
131868,0.9999999,68,0,0.468416735,2437.0,6,0,0,0,1.0
15155,0.278588454,44,0,0.5621094729999999,4000.0,8,0,2,0,3.0
59454,0.011151248999999998,30,0,0.093732355,3541.0,8,0,0,0,0.0
27645,0.568102621,37,0,0.151588944,8212.0,11,0,0,0,2.0
40400,0.013921113999999998,34,0,1.173041218,2692.0,11,0,1,0,0.0
71081,0.018548344,36,0,0.4162799,2800.0,9,0,1,0,0.0
10735,0.970166311,41,0,0.412089646,6335.0,5,0,0,0,1.0
91762,0.023883563,82,0,0.00706344,7644.0,7,0,0,0,0.0
35035,0.152361255,53,2,0.163075332,5800.0,8,0,1,1,1.0
135074,0.008445922,84,0,0.03768651,6500.0,12,0,0,0,0.0
101341,0.008268345,42,0,0.311337732,5000.0,9,0,1,0,0.0
126475,0.112449799,36,0,0.366591567,6213.0,15,0,2,0,2.0
49237,0.006216767,37,0,0.394575678,8000.0,9,0,3,0,2.0
137987,0.944074567,25,0,0.008396641,2500.0,2,0,0,0,0.0
145235,0.087352815,47,0,0.38410265,6000.0,9,0,1,0,4.0
49536,0.9999999,33,1,0.235952809,5000.0,4,3,0,0,2.0
118145,0.065868263,24,0,0.031914894,1879.0,2,0,0,0,0.0
45119,0.262935653,53,0,0.687602224,6113.0,10,0,2,0,1.0
135659,0.455185614,47,0,0.7596595740000001,11749.0,21,0,3,0,2.0
21197,0.234399181,42,0,0.230195382,11259.0,13,0,2,0,2.0
18790,0.191636513,51,0,0.227128812,6000.0,9,0,0,0,0.0
25914,0.2976096,72,0,0.156136688,9100.0,9,0,1,0,0.0
102898,0.223442478,39,0,0.237441272,2766.0,6,0,0,0,4.0
28136,0.08839410699999999,55,0,0.005411406,7206.0,6,0,0,0,1.0
18995,1.105788423,40,1,3.743968702,4600.0,9,0,1,0,2.0
39909,0.279134882,55,0,0.02929707,10000.0,8,0,0,0,0.0
33729,0.9650025,41,1,0.497927335,4100.0,8,0,1,0,2.0
98354,0.0,39,0,0.263153718,12600.0,6,0,2,0,0.0
4995,0.516205291,54,1,0.274175454,4456.0,7,0,0,0,1.0
50562,0.763764765,38,0,0.382234186,5200.0,6,0,1,0,0.0
60880,0.046901617,61,0,0.633949847,8812.0,8,0,3,0,0.0
17580,0.291133983,55,0,0.423683626,4500.0,12,0,1,0,0.0
109069,0.193928226,37,0,0.291605915,4800.0,7,0,0,0,1.0
133127,0.539124567,55,0,0.161861485,6381.0,3,0,0,0,0.0
101326,0.019556245,53,0,0.213841868,4666.0,15,0,1,0,0.0
35508,0.9999999,39,0,0.06736484599999999,7065.0,1,0,0,0,1.0
145554,0.068941744,68,0,0.28595505600000004,1779.0,2,0,0,0,2.0
89604,0.52233902,51,0,1.050758895,4018.0,10,0,2,0,2.0
35517,0.520801049,58,2,0.377597614,10730.0,23,0,2,0,0.0
102789,0.042772162,54,0,0.308637084,5047.0,9,0,1,0,0.0
105823,0.10272353,57,0,0.137479746,8022.0,5,0,1,0,1.0
39878,0.198933435,52,0,0.120432321,13600.0,5,0,1,0,3.0
45721,0.002019339,43,1,0.000249938,4000.0,2,0,0,0,1.0
116142,0.010013963,69,2,0.28347167100000004,11083.0,14,0,2,0,1.0
71681,0.109427177,60,0,0.131182509,7500.0,6,0,1,0,0.0
92905,0.09910948,63,0,0.198818357,7277.0,11,0,2,0,1.0
133394,0.29714897,63,0,0.772250423,2954.0,10,0,2,1,0.0
35137,0.0,74,0,0.017800262,5336.0,10,0,0,0,1.0
99897,0.438361414,54,1,0.339449541,7847.0,13,0,2,0,3.0
59685,0.170200677,58,0,0.249680878,7833.0,4,0,1,0,0.0
60284,0.002380606,51,0,0.17852738199999998,30000.0,13,0,1,0,0.0
69051,0.082087178,30,0,0.555876472,4500.0,3,0,1,0,0.0
55274,0.73785243,28,1,0.281367319,5060.0,7,0,1,0,0.0
63940,0.01254364,74,0,0.009140246,3500.0,7,0,0,0,0.0
52926,0.009462523,61,0,0.005656496,5833.0,7,0,0,0,0.0
37047,0.239630415,65,0,0.34587554299999995,4145.0,7,0,1,0,1.0
125553,0.366558904,67,0,0.524835989,3200.0,6,0,2,0,0.0
128042,0.002913277,58,0,0.076659909,15783.0,12,0,1,0,2.0
33598,0.296641947,33,0,0.468048359,11000.0,3,0,2,0,0.0
77489,0.9999999,53,1,0.431198347,4839.0,5,3,1,0,1.0
18192,1.211576846,57,3,0.483971044,2900.0,5,0,1,0,0.0
104768,0.011818486,52,0,0.013222516,2646.0,17,0,0,0,0.0
31795,0.089000547,65,0,0.079315708,4500.0,5,0,0,0,1.0
17873,0.7882493290000001,61,0,3.15206878,1860.0,15,0,3,0,0.0
47577,0.873908027,42,0,0.585448393,6500.0,7,0,1,0,2.0
63363,0.013599505,64,0,0.095984003,6000.0,5,0,1,0,2.0
5291,0.253463961,61,1,0.437695679,4790.0,17,0,1,0,1.0
122285,0.766620572,42,0,0.588082384,5000.0,5,0,1,0,4.0
32722,0.029675505,30,0,0.083311971,3900.0,7,0,0,0,0.0
5494,0.686204699,48,1,0.614950022,2300.0,8,1,0,2,1.0
34914,0.126886176,36,0,0.179685417,3750.0,8,0,0,0,0.0
46295,0.682573616,49,0,0.16528754699999998,4833.0,5,0,0,0,1.0
125983,0.8383658970000001,42,0,0.450847458,5014.0,16,0,2,0,1.0
56158,0.901619676,31,0,0.058670143,2300.0,1,0,0,0,0.0
86868,0.200989422,48,2,0.324082055,5800.0,9,0,2,0,2.0
121954,0.280708705,53,0,0.478360431,4366.0,11,0,2,0,0.0
92370,0.9999999,36,0,0.135810698,6000.0,2,0,0,0,2.0
49265,0.028106332,36,0,0.037809917,4839.0,23,0,0,0,0.0
75770,0.538145649,55,0,0.088677424,7250.0,4,0,0,0,0.0
120505,0.008475787,71,0,0.025294374,4585.0,3,0,0,0,0.0
9782,0.481629621,28,1,0.08684060199999999,5250.0,4,0,0,0,0.0
8748,0.12765744699999998,46,0,0.481825909,20000.0,15,0,4,1,2.0
113021,0.178411663,33,0,0.59377893,5400.0,10,0,3,0,1.0
123322,0.147637883,48,0,0.361011489,16450.0,16,0,7,0,4.0
93614,0.031049116,46,0,0.396719921,14145.0,9,0,3,0,1.0
87318,0.148517175,58,1,0.212255877,8550.0,14,0,1,0,0.0
35559,0.0,61,0,0.637975466,9700.0,16,0,3,0,0.0
272,0.181713732,57,0,0.130453416,11666.0,17,0,1,0,1.0
50124,0.050233664,55,0,0.15057052099999998,8500.0,6,0,1,0,2.0
19562,0.334414109,62,0,0.248045411,18673.0,9,0,3,0,3.0
64531,0.435906311,38,0,0.811033222,3280.0,8,0,1,0,3.0
6733,0.181636727,31,1,0.118587608,1500.0,3,1,0,0,0.0
98918,0.835477116,40,3,0.488126649,7200.0,10,0,2,0,2.0
48650,0.000138611,41,0,0.207103432,8333.0,9,0,1,0,1.0
58284,0.058519029000000014,84,1,0.340531894,5000.0,28,0,2,0,0.0
127398,0.084998655,53,0,0.199845181,7750.0,9,0,2,0,0.0
54246,0.300182125,51,0,0.236663293,13833.0,7,0,1,0,2.0
146570,1.040319979,41,1,0.4825313120000001,4550.0,8,0,1,0,2.0
124334,0.26248122,66,0,0.174150155,5500.0,9,0,0,0,0.0
22552,0.029722871,91,0,0.188635227,6000.0,9,0,1,0,0.0
39566,0.140789875,58,1,0.155713983,14166.0,18,0,1,0,0.0
130945,0.118844058,39,0,0.117752607,8916.0,5,0,0,0,0.0
103759,0.946269376,40,0,0.728571429,2799.0,8,0,1,0,3.0
126972,0.072715455,71,0,0.01750606,7425.0,4,0,0,0,0.0
14069,0.978120593,51,2,1.068515063,3750.0,11,0,2,1,0.0
126283,0.002428225,78,0,0.0,2500.0,1,0,0,0,0.0
136667,0.883526583,34,0,0.472263021,8850.0,15,0,2,0,3.0
145081,0.149286002,66,0,0.25554889,5000.0,28,0,1,0,0.0
96905,0.025206195,61,0,0.149022709,8850.0,9,0,1,0,0.0
130164,0.0,49,0,0.0,3083.0,1,0,0,0,0.0
121128,0.066939585,41,0,0.369059325,6101.0,12,0,1,0,2.0
125482,0.0,42,0,0.218148425,14700.0,3,0,1,0,2.0
28565,0.0,46,0,0.26991565100000003,3200.0,5,0,1,0,1.0
14691,0.00040171,73,0,0.0,2688.0,6,0,0,0,0.0
60857,0.924520562,52,2,0.607856892,2850.0,7,0,1,0,2.0
21083,0.037385056,27,0,0.167449139,1916.0,4,0,0,0,0.0
23385,0.052684994000000006,45,0,0.01039792,5000.0,2,0,0,0,1.0
40114,0.004446157,72,0,0.166460337,10500.0,16,0,1,0,0.0
95481,0.029326466,58,0,0.174413457,2258.0,9,0,0,0,0.0
72305,0.11083647,31,0,1.301340861,2833.0,8,0,2,0,0.0
65737,0.168230661,47,1,0.6248579870000001,4400.0,11,0,1,0,0.0
32471,0.29212043600000004,47,0,0.047019312,11909.0,5,0,0,0,3.0
115405,0.100476955,55,0,0.338907085,5800.0,28,0,2,0,0.0
31666,0.003768776,35,0,0.24165513,6500.0,9,0,1,0,0.0
118578,1.150584942,43,1,0.316113319,7800.0,4,1,0,1,3.0
104910,0.141799029,75,0,0.401530612,1959.0,6,0,1,0,0.0
62188,0.989122121,43,0,0.45668773,7595.0,9,0,2,0,2.0
75477,0.070532158,76,0,0.313336092,7250.0,12,0,1,0,0.0
86840,0.129374125,58,0,0.615096226,4000.0,4,0,1,0,0.0
26132,0.070248403,65,0,0.407399471,14000.0,11,0,3,0,3.0
60178,0.075474132,76,0,0.60274891,5965.0,6,1,1,0,0.0
139206,0.010550593,34,0,0.244775522,10000.0,11,0,2,0,0.0
75743,0.039225692,68,0,0.184687902,7000.0,9,0,0,0,0.0
16053,0.169546323,51,1,0.401356901,5600.0,12,0,3,0,2.0
35016,0.458036215,43,0,0.32897281300000003,8790.0,15,0,2,0,2.0
78019,0.748891802,37,0,0.319200148,5400.0,16,0,0,0,0.0
75553,0.005943922,34,0,0.257097161,2500.0,10,0,0,0,0.0
2590,0.057661862,57,1,0.373539868,3937.0,3,0,1,0,0.0
105154,0.319972003,50,0,0.900755913,4100.0,23,0,2,0,1.0
110070,0.77252847,49,0,0.446017446,13985.0,15,0,1,0,0.0
25237,0.005804784,78,0,0.5327545379999999,3800.0,14,0,2,0,1.0
36795,1.058076225,34,0,0.105578435,2670.0,3,0,0,0,2.0
119988,0.002190268,29,0,0.575845666,3783.0,5,0,1,0,2.0
73880,0.279958137,33,1,0.076624098,1800.0,5,0,0,1,4.0
31204,0.091574696,58,0,0.00839944,15000.0,9,0,1,0,0.0
124035,0.969067698,37,0,0.117557963,8582.0,6,0,0,0,3.0
96133,0.281300186,71,1,0.354691625,4166.0,9,0,0,0,0.0
124227,0.281687458,34,0,0.139465134,4000.0,6,0,0,0,2.0
20668,0.52053831,51,0,0.883710198,4333.0,18,0,2,0,0.0
29167,0.045960284,34,0,0.205196536,1500.0,7,0,0,0,0.0
36475,0.453341866,47,4,0.426395939,6500.0,7,0,2,1,2.0
129183,0.032053642,53,0,0.025487256,2000.0,3,0,0,0,0.0
100013,0.9999999,32,0,0.0,1862.0,1,1,0,0,0.0
122685,0.9999999,25,0,0.1745503,1500.0,1,0,0,0,0.0
60939,0.393339275,41,0,0.716652385,3500.0,7,0,2,1,2.0
124314,0.8608405809999999,43,4,0.37139368,6550.0,10,1,0,4,0.0
135573,0.0,45,0,0.042723389,11000.0,6,0,0,0,2.0
75345,0.042045617,49,0,0.075974675,3000.0,3,0,0,0,0.0
81917,0.09922739,36,0,0.533489097,5135.0,11,0,2,0,0.0
12785,0.073767645,34,0,0.273209147,6602.0,12,0,2,0,2.0
12093,0.072710972,58,0,0.409765039,6000.0,7,0,1,0,0.0
22066,0.003359158,54,1,0.0007882610000000001,16491.0,4,0,0,0,0.0
136446,0.5392671729999999,56,0,0.2972628,7050.0,11,0,0,0,0.0
1835,0.371644487,32,0,0.427944404,4100.0,13,0,0,1,2.0
37533,0.186193087,60,0,0.30230781,6542.0,25,0,2,0,0.0
134643,0.9999999,40,0,0.237587471,3000.0,1,1,1,0,0.0
2060,0.032570498,48,2,0.358771298,12500.0,21,0,2,1,0.0
86004,0.756715358,34,1,1.050271351,3500.0,12,0,2,0,1.0
130496,0.9999999,58,0,0.0,44514.0,0,0,0,0,0.0
32367,0.049326043,45,0,0.391137418,6250.0,11,0,1,0,0.0
86143,0.35321078,48,0,0.669146472,22447.0,10,0,4,0,0.0
58078,0.020374491,59,0,0.249218848,8000.0,5,0,1,0,2.0
90563,0.50926417,51,0,0.386711821,6200.0,11,0,1,0,2.0
137240,0.199960008,41,0,0.74921451,3500.0,5,0,2,0,0.0
6170,0.000820835,76,0,2.488603989,1403.0,10,0,1,0,0.0
69509,0.014081722,82,0,0.106725608,3166.0,11,0,0,0,0.0
113901,0.08658338800000001,72,0,0.101042331,4700.0,17,0,0,0,0.0
121489,0.041067683,56,0,0.422578048,11178.0,12,0,4,0,1.0
51857,0.377917672,57,0,0.128425251,11531.0,7,0,0,0,0.0
37328,0.008126725999999999,64,0,0.246544456,10200.0,10,0,1,0,0.0
6087,0.858601115,60,3,0.342981593,7116.0,14,0,1,1,0.0
70282,0.026107946,67,0,0.392495207,3650.0,12,0,1,0,0.0
32414,0.91322264,58,0,0.227753999,4438.0,2,0,0,0,2.0
121121,0.012139056,66,0,0.018930809,7500.0,20,0,0,0,0.0
98334,0.356094856,47,3,0.17274886600000006,9261.0,13,0,1,1,0.0
107604,0.312817061,37,0,0.32354035,24200.0,16,0,6,0,0.0
127733,0.096375954,50,0,0.417689093,7416.0,10,0,2,0,2.0
115273,0.005564734,34,0,0.686375321,3500.0,6,0,1,0,0.0
77944,0.9999999,53,0,0.0,3532.0,2,0,0,0,1.0
59099,0.239050425,59,0,0.362826283,11109.0,8,0,2,0,1.0
51880,0.331263805,29,1,0.271887374,2272.0,7,0,0,0,1.0
38571,0.025216985,51,0,0.496353692,8775.0,12,0,1,0,3.0
45642,0.333546658,60,0,0.322978592,29100.0,12,0,3,0,0.0
11787,0.574758962,49,0,0.441914371,7333.0,5,0,2,0,1.0
212,0.013500824,53,0,0.183464028,19000.0,8,0,1,0,2.0
62077,0.58807891,32,1,0.300839832,3333.0,11,0,0,0,1.0
9409,0.181619853,68,0,0.151590106,14149.0,9,0,1,0,0.0
889,0.165720783,68,0,0.311916978,8575.0,10,0,1,0,0.0
134356,0.18586056,65,0,0.965273151,12007.0,16,0,2,0,1.0
84402,0.686164036,53,0,0.461042765,5120.0,7,0,2,1,2.0
137380,0.9999999,43,0,0.14941907599999998,3700.0,2,0,0,0,0.0
106263,0.005680079,36,0,0.102342159,9819.0,8,0,0,0,0.0
